"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"1500000US720133017002","Block Group 2, Census Tract 3017, Arecibo Municipio, Puerto Rico","696","279","28","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","56","35","0","14","0","14","139","170","0","14","26","42","0","14","157","80","14","18","0","14","28","31","18","20","144","88","49","49","0","14","37","45"
"1500000US720133017003","Block Group 3, Census Tract 3017, Arecibo Municipio, Puerto Rico","1406","261","97","86","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","52","0","14","10","15","34","31","41","34","0","14","32","28","358","128","20","22","58","79","124","74","212","115","286","102","64","54","0","14","0","14"
"1500000US720133017004","Block Group 4, Census Tract 3017, Arecibo Municipio, Puerto Rico","696","191","10","15","0","14","0","14","0","14","0","14","0","14","23","26","19","29","0","14","0","14","45","44","59","61","28","20","13","21","9","15","259","140","8","13","0","14","46","75","84","64","78","55","15","23","0","14","0","14"
"1500000US720133018001","Block Group 1, Census Tract 3018, Arecibo Municipio, Puerto Rico","672","159","30","26","0","14","0","14","0","14","0","14","25","30","12","20","12","9","60","39","10","16","23","22","25","28","12","18","23","36","5","8","146","59","17","19","12","19","89","61","63","55","77","50","16","26","15","24","0","14"
"1500000US720133018002","Block Group 2, Census Tract 3018, Arecibo Municipio, Puerto Rico","417","132","28","24","0","14","0","14","0","14","0","14","0","14","40","34","15","23","0","14","0","14","14","22","44","40","0","14","6","9","6","10","121","64","56","59","0","14","33","37","26","30","19","21","9","14","0","14","0","14"
"1500000US720133019001","Block Group 1, Census Tract 3019, Arecibo Municipio, Puerto Rico","448","150","0","14","0","14","0","14","0","14","16","25","0","14","0","14","0","14","33","53","0","14","0","14","14","23","0","14","16","25","0","14","197","111","10","16","0","14","58","49","78","78","26","40","0","14","0","14","0","14"
"1500000US720133019002","Block Group 2, Census Tract 3019, Arecibo Municipio, Puerto Rico","984","245","61","51","0","14","0","14","0","14","10","16","16","25","16","25","22","35","44","41","29","33","11","18","96","70","0","14","30","30","28","25","281","136","17","27","0","14","65","44","129","69","94","59","35","40","0","14","0","14"
"1500000US720133019003","Block Group 3, Census Tract 3019, Arecibo Municipio, Puerto Rico","1722","331","35","30","0","14","15","23","21","33","0","14","0","14","25","29","41","39","94","61","125","81","42","39","157","77","22","22","39","35","20","23","457","143","108","70","2","4","105","69","149","87","200","119","65","60","0","14","0","14"
"1500000US720133019004","Block Group 4, Census Tract 3019, Arecibo Municipio, Puerto Rico","239","127","0","14","0","14","0","14","0","14","34","39","10","17","0","14","15","24","23","38","0","14","0","14","0","14","0","14","0","14","0","14","58","52","0","14","9","13","14","22","24","28","52","51","0","14","0","14","0","14"
"1500000US720133020001","Block Group 1, Census Tract 3020, Arecibo Municipio, Puerto Rico","937","271","45","51","0","14","0","14","0","14","0","14","14","21","13","21","26","41","22","34","0","14","0","14","0","14","27","31","29","47","0","14","275","119","0","14","0","14","112","94","103","76","213","107","58","68","0","14","0","14"
"1500000US720133020002","Block Group 2, Census Tract 3020, Arecibo Municipio, Puerto Rico","737","201","0","14","0","14","0","14","16","26","0","14","33","36","25","28","4","9","4","9","52","59","67","48","26","30","19","30","12","20","0","14","165","86","15","25","0","14","116","107","71","56","93","82","0","14","0","14","19","30"
"1500000US720133020003","Block Group 3, Census Tract 3020, Arecibo Municipio, Puerto Rico","448","181","37","43","0","14","0","14","0","14","0","14","14","24","14","22","0","14","0","14","0","14","9","15","0","14","0","14","14","24","0","14","104","80","12","20","0","14","132","73","90","78","14","22","8","13","0","14","0","14"
"1500000US720133021001","Block Group 1, Census Tract 3021, Arecibo Municipio, Puerto Rico","1318","455","0","14","34","55","0","14","0","14","29","44","0","14","25","41","0","14","0","14","0","14","24","40","85","100","0","14","86","67","47","78","483","297","91","99","0","14","233","166","36","58","145","105","0","14","0","14","0","14"
"1500000US720133021002","Block Group 2, Census Tract 3021, Arecibo Municipio, Puerto Rico","1349","421","65","62","0","14","0","14","40","46","0","14","0","14","34","55","0","14","92","88","0","14","17","27","43","49","26","43","22","35","0","14","369","187","0","14","44","71","139","111","123","89","259","161","51","58","0","14","25","41"
"1500000US720133021003","Block Group 3, Census Tract 3021, Arecibo Municipio, Puerto Rico","621","200","30","49","0","14","0","14","0","14","17","27","33","54","15","24","0","14","32","51","0","14","0","14","15","25","0","14","0","14","0","14","268","160","0","14","0","14","52","60","127","89","32","51","0","14","0","14","0","14"
"1500000US720133021004","Block Group 4, Census Tract 3021, Arecibo Municipio, Puerto Rico","601","255","0","14","0","14","0","14","0","14","0","14","0","14","54","63","29","47","97","115","17","28","76","62","22","34","0","14","21","34","0","14","184","133","0","14","36","57","31","49","0","14","0","14","34","56","0","14","0","14"
"1500000US720133022011","Block Group 1, Census Tract 3022.01, Arecibo Municipio, Puerto Rico","683","141","0","14","10","15","0","14","25","29","7","12","19","23","8","13","22","20","21","24","0","14","4","8","25","22","31","24","15","17","0","14","247","76","7","13","11","17","87","51","44","31","100","58","0","14","0","14","0","14"
"1500000US720133022012","Block Group 2, Census Tract 3022.01, Arecibo Municipio, Puerto Rico","721","137","65","44","0","14","0","14","0","14","0","14","23","26","24","22","0","14","0","14","8","12","14","15","25","22","16","17","18","20","0","14","201","77","22","34","8","12","115","55","63","43","99","53","20","32","0","14","0","14"
"1500000US720133022021","Block Group 1, Census Tract 3022.02, Arecibo Municipio, Puerto Rico","822","222","20","33","0","14","0","14","0","14","0","14","0","14","0","14","16","25","20","32","23","36","9","14","0","14","31","35","20","32","54","50","215","90","0","14","0","14","113","82","82","73","189","98","11","16","9","14","10","15"
"1500000US720133022022","Block Group 2, Census Tract 3022.02, Arecibo Municipio, Puerto Rico","1316","353","64","85","0","14","0","14","0","14","0","14","0","14","10","16","0","14","71","92","18","29","9","14","63","51","41","46","15","25","43","46","440","205","21","33","17","28","153","70","146","90","151","67","54","60","0","14","0","14"
"1500000US720133022023","Block Group 3, Census Tract 3022.02, Arecibo Municipio, Puerto Rico","1431","346","9","14","0","14","0","14","0","14","20","32","40","51","18","28","21","32","33","40","11","17","18","29","24","28","0","14","8","13","25","30","325","131","21","25","0","14","230","181","161","80","417","166","48","47","2","4","0","14"
"1500000US720133023001","Block Group 1, Census Tract 3023, Arecibo Municipio, Puerto Rico","1392","235","11","18","0","14","18","20","0","14","16","18","19","21","27","23","0","14","66","54","16","14","36","23","111","62","35","27","9","12","21","24","318","89","58","55","16","24","170","79","146","74","237","83","53","40","9","15","0","14"
"1500000US720133023002","Block Group 2, Census Tract 3023, Arecibo Municipio, Puerto Rico","634","130","0","14","0","14","0","14","25","28","9","14","0","14","16","18","51","43","27","24","32","27","0","14","54","32","7","11","25","23","0","14","177","64","0","14","0","14","81","39","31","19","99","50","0","14","0","14","0","14"
"1500000US720139929000","Block Group 0, Census Tract 9929, Arecibo Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720152801011","Block Group 1, Census Tract 2801.01, Arroyo Municipio, Puerto Rico","1062","348","0","14","0","14","0","14","0","14","7","12","24","27","7","12","20","23","74","68","27","20","47","61","28","32","0","14","6","9","0","14","349","183","29","35","50","54","32","28","198","138","164","111","0","14","0","14","0","14"
"1500000US720152801012","Block Group 2, Census Tract 2801.01, Arroyo Municipio, Puerto Rico","1073","261","20","26","0","14","0","14","8","12","0","14","23","30","35","30","21","25","20","31","50","50","26","25","105","69","26","43","60","54","9","14","352","160","20","33","34","38","79","47","63","56","101","57","8","12","0","14","13","21"
"1500000US720152801021","Block Group 1, Census Tract 2801.02, Arroyo Municipio, Puerto Rico","785","247","34","56","0","14","0","14","0","14","0","14","28","45","15","24","0","14","0","14","21","35","0","14","0","14","20","31","25","40","82","108","303","170","17","26","96","113","78","82","31","36","35","41","0","14","0","14","0","14"
"1500000US720152801022","Block Group 2, Census Tract 2801.02, Arroyo Municipio, Puerto Rico","2109","541","43","38","0","14","0","14","18","30","0","14","0","14","0","14","0","14","69","78","0","14","95","91","31","49","0","14","55","61","0","14","720","271","0","14","68","58","153","106","314","208","423","245","120","126","0","14","0","14"
"1500000US720152801023","Block Group 3, Census Tract 2801.02, Arroyo Municipio, Puerto Rico","1039","582","0","14","0","14","0","14","0","14","0","14","19","31","0","14","0","14","40","63","0","14","32","51","125","114","69","79","33","52","115","130","526","356","0","14","33","55","47","74","0","14","0","14","0","14","0","14","0","14"
"1500000US720152802011","Block Group 1, Census Tract 2802.01, Arroyo Municipio, Puerto Rico","404","171","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","10","16","0","14","0","14","0","14","0","14","22","36","0","14","230","136","0","14","0","14","61","55","33","36","48","49","0","14","0","14","0","14"
"1500000US720152802012","Block Group 2, Census Tract 2802.01, Arroyo Municipio, Puerto Rico","1066","278","11","17","0","14","0","14","9","15","0","14","0","14","0","14","0","14","11","17","0","14","0","14","0","14","0","14","41","47","20","23","475","200","0","14","23","27","107","88","99","105","202","78","60","52","0","14","8","13"
"1500000US720152802013","Block Group 3, Census Tract 2802.01, Arroyo Municipio, Puerto Rico","766","259","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","7","11","0","14","13","22","19","29","0","14","11","19","0","14","302","176","0","14","33","31","54","39","177","150","141","78","9","16","0","14","0","14"
"1500000US720152802014","Block Group 4, Census Tract 2802.01, Arroyo Municipio, Puerto Rico","773","256","20","23","0","14","0","14","0","14","0","14","12","19","0","14","15","23","0","14","0","14","9","16","0","14","24","41","32","38","12","19","313","195","0","14","154","119","58","59","49","47","75","46","0","14","0","14","0","14"
"1500000US720152802021","Block Group 1, Census Tract 2802.02, Arroyo Municipio, Puerto Rico","456","315","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","1","3","0","14","51","59","0","14","0","14","16","28","20","33","0","14","33","50","139","216","71","82","123","166","2","4","0","14","0","14"
"1500000US720152802022","Block Group 2, Census Tract 2802.02, Arroyo Municipio, Puerto Rico","355","207","0","14","0","14","0","14","0","14","0","14","0","14","46","52","22","34","0","14","36","58","0","14","0","14","0","14","30","38","0","14","147","134","0","14","0","14","26","31","0","14","34","40","14","23","0","14","0","14"
"1500000US720152802023","Block Group 3, Census Tract 2802.02, Arroyo Municipio, Puerto Rico","680","357","1","2","0","14","0","14","0","14","0","14","0","14","44","66","1","3","41","65","0","14","8","19","15","23","23","35","19","33","0","14","274","159","0","14","0","14","152","144","72","84","30","48","0","14","0","14","0","14"
"1500000US720152802024","Block Group 4, Census Tract 2802.02, Arroyo Municipio, Puerto Rico","1705","415","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","110","153","0","14","18","30","42","64","80","67","34","53","0","14","821","292","0","14","68","81","49","57","113","112","349","194","0","14","0","14","21","35"
"1500000US720159915000","Block Group 0, Census Tract 9915, Arroyo Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720175901001","Block Group 1, Census Tract 5901, Barceloneta Municipio, Puerto Rico","1152","396","36","57","0","14","0","14","0","14","0","14","0","14","20","31","0","14","0","14","0","14","0","14","0","14","18","28","32","53","0","14","226","137","0","14","33","52","102","86","127","104","483","232","75","84","0","14","0","14"
"1500000US720175901002","Block Group 2, Census Tract 5901, Barceloneta Municipio, Puerto Rico","1249","395","23","38","0","14","0","14","20","31","0","14","0","14","0","14","21","33","106","81","53","85","61","69","49","59","0","14","0","14","0","14","381","196","0","14","20","32","117","129","168","117","190","161","40","35","0","14","0","14"
"1500000US720175901003","Block Group 3, Census Tract 5901, Barceloneta Municipio, Puerto Rico","1165","315","100","123","0","14","0","14","0","14","44","37","23","38","23","37","76","89","0","14","24","37","0","14","0","14","0","14","0","14","0","14","352","207","15","25","0","14","116","100","96","81","186","136","110","94","0","14","0","14"
"1500000US720175901004","Block Group 4, Census Tract 5901, Barceloneta Municipio, Puerto Rico","1157","384","32","52","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","34","0","14","0","14","0","14","0","14","50","54","0","14","273","149","0","14","0","14","294","195","140","129","230","121","116","110","0","14","0","14"
"1500000US720175902001","Block Group 1, Census Tract 5902, Barceloneta Municipio, Puerto Rico","1123","385","0","14","0","14","0","14","0","14","51","66","0","14","19","30","29","45","31","37","11","18","0","14","12","19","0","14","49","62","0","14","440","247","92","125","0","14","55","49","141","103","161","122","32","36","0","14","0","14"
"1500000US720175902002","Block Group 2, Census Tract 5902, Barceloneta Municipio, Puerto Rico","305","111","9","14","0","14","0","14","0","14","0","14","16","26","9","14","0","14","0","14","37","36","17","27","0","14","0","14","0","14","0","14","152","98","0","14","0","14","0","14","25","38","24","40","16","24","0","14","0","14"
"1500000US720175902003","Block Group 3, Census Tract 5902, Barceloneta Municipio, Puerto Rico","776","237","71","110","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","12","0","14","17","26","8","14","0","14","14","23","24","38","208","97","0","14","21","19","86","85","153","101","146","97","20","23","0","14","0","14"
"1500000US720175902004","Block Group 4, Census Tract 5902, Barceloneta Municipio, Puerto Rico","554","216","74","97","0","14","0","14","58","61","23","38","0","14","0","14","0","14","53","48","14","23","36","42","24","36","47","46","60","93","0","14","131","88","0","14","0","14","0","14","22","35","12","20","0","14","0","14","0","14"
"1500000US720175903001","Block Group 1, Census Tract 5903, Barceloneta Municipio, Puerto Rico","1669","503","27","44","0","14","0","14","0","14","0","14","0","14","28","44","34","52","36","56","93","82","0","14","129","157","0","14","88","109","0","14","508","325","27","44","30","50","73","72","166","132","334","220","96","89","0","14","0","14"
"1500000US720175903002","Block Group 2, Census Tract 5903, Barceloneta Municipio, Puerto Rico","1782","535","292","318","0","14","0","14","0","14","21","35","15","27","19","30","48","38","0","14","34","51","88","108","127","91","0","14","24","41","0","14","429","223","0","14","0","14","104","80","361","185","220","149","0","14","0","14","0","14"
"1500000US720175903003","Block Group 3, Census Tract 5903, Barceloneta Municipio, Puerto Rico","1494","392","0","14","0","14","0","14","21","36","0","14","30","49","26","40","39","61","29","47","22","36","0","14","109","95","0","14","60","66","0","14","692","226","0","14","0","14","190","104","107","99","169","227","0","14","0","14","0","14"
"1500000US720175903004","Block Group 4, Census Tract 5903, Barceloneta Municipio, Puerto Rico","903","392","7","16","0","14","0","14","0","14","0","14","0","14","58","88","25","39","0","14","0","14","0","14","64","73","23","37","0","14","0","14","299","178","21","35","0","14","83","126","46","55","209","169","68","108","0","14","0","14"
"1500000US720175904001","Block Group 1, Census Tract 5904, Barceloneta Municipio, Puerto Rico","550","224","0","14","0","14","0","14","31","50","0","14","0","14","0","14","0","14","38","45","12","21","0","14","76","94","0","14","45","54","0","14","114","83","0","14","0","14","117","118","34","59","64","75","19","30","0","14","0","14"
"1500000US720175904002","Block Group 2, Census Tract 5904, Barceloneta Municipio, Puerto Rico","1035","308","0","14","0","14","0","14","0","14","0","14","0","14","0","14","22","36","0","14","30","48","139","151","52","57","0","14","30","47","0","14","153","118","0","14","48","60","96","90","40","66","312","135","113","82","0","14","0","14"
"1500000US720175904003","Block Group 3, Census Tract 5904, Barceloneta Municipio, Puerto Rico","788","296","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","48","77","0","14","0","14","73","82","0","14","0","14","0","14","357","180","0","14","0","14","97","100","45","57","124","106","44","53","0","14","0","14"
"1500000US720175904004","Block Group 4, Census Tract 5904, Barceloneta Municipio, Puerto Rico","1125","385","55","87","60","101","0","14","19","32","0","14","0","14","21","34","29","45","58","54","21","33","142","173","0","14","19","30","0","14","74","103","294","185","0","14","0","14","162","181","73","68","65","79","33","53","0","14","0","14"
"1500000US720179900000","Block Group 0, Census Tract 9900, Barceloneta Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720199522011","Block Group 1, Census Tract 9522.01, Barranquitas Municipio, Puerto Rico","1367","291","32","52","0","14","0","14","30","36","21","35","10","14","58","42","0","14","77","74","10","16","33","37","28","39","0","14","110","80","16","17","228","104","34","40","0","14","263","134","154","98","216","129","47","73","0","14","0","14"
"1500000US720199522012","Block Group 2, Census Tract 9522.01, Barranquitas Municipio, Puerto Rico","1206","296","22","30","0","14","0","14","24","37","21","28","4","9","7","12","30","27","25","27","4","8","59","66","93","77","40","47","0","14","14","25","333","170","54","45","19","30","122","88","91","67","181","111","45","47","18","28","0","14"
"1500000US720199522021","Block Group 1, Census Tract 9522.02, Barranquitas Municipio, Puerto Rico","1070","287","49","53","0","14","0","14","33","38","0","14","14","22","76","67","0","14","0","14","0","14","26","43","66","59","0","14","27","35","0","14","265","140","0","14","85","74","72","73","73","62","185","143","68","72","16","26","15","24"
"1500000US720199522022","Block Group 2, Census Tract 9522.02, Barranquitas Municipio, Puerto Rico","1514","279","117","74","14","22","0","14","0","14","0","14","0","14","43","41","25","44","0","14","9","16","100","77","28","33","35","40","13","20","12","19","319","132","51","69","49","31","139","74","118","104","373","126","50","60","0","14","19","32"
"1500000US720199522023","Block Group 3, Census Tract 9522.02, Barranquitas Municipio, Puerto Rico","1038","271","74","53","0","14","0","14","0","14","0","14","20","33","19","33","40","45","0","14","0","14","16","18","34","39","23","37","15","26","0","14","268","113","14","22","18","30","199","143","102","87","180","102","16","27","0","14","0","14"
"1500000US720199523011","Block Group 1, Census Tract 9523.01, Barranquitas Municipio, Puerto Rico","1482","336","17","28","0","14","0","14","0","14","8","13","34","26","9","13","0","14","43","42","0","14","20","22","73","62","8","14","40","30","0","14","495","199","70","111","26","31","148","101","73","73","214","115","184","110","0","14","20","32"
"1500000US720199523012","Block Group 2, Census Tract 9523.01, Barranquitas Municipio, Puerto Rico","1107","385","33","51","0","14","0","14","16","27","0","14","8","13","17","25","32","26","23","29","51","80","0","14","116","93","44","57","18","29","12","19","321","196","0","14","63","80","128","95","114","93","111","92","0","14","0","14","0","14"
"1500000US720199523021","Block Group 1, Census Tract 9523.02, Barranquitas Municipio, Puerto Rico","869","275","29","45","0","14","0","14","0","14","23","35","25","38","67","63","23","37","27","42","0","14","22","36","55","51","17","28","62","74","14","22","186","95","0","14","0","14","59","70","112","89","47","76","101","111","0","14","0","14"
"1500000US720199523022","Block Group 2, Census Tract 9523.02, Barranquitas Municipio, Puerto Rico","1884","543","29","49","0","14","0","14","54","58","0","14","0","14","0","14","44","51","14","23","33","53","27","41","84","82","39","46","90","81","0","14","884","433","46","52","0","14","282","152","27","42","166","106","65","82","0","14","0","14"
"1500000US720199523023","Block Group 3, Census Tract 9523.02, Barranquitas Municipio, Puerto Rico","1015","330","28","46","0","14","0","14","30","46","0","14","27","45","14","21","46","54","55","61","97","88","19","31","59","55","26","40","0","14","0","14","160","114","145","136","0","14","134","115","28","33","116","100","31","49","0","14","0","14"
"1500000US720199524001","Block Group 1, Census Tract 9524, Barranquitas Municipio, Puerto Rico","652","168","28","34","0","14","0","14","8","13","0","14","0","14","0","14","22","27","8","14","26","40","0","14","66","58","0","14","27","42","43","41","243","115","25","39","13","21","58","54","56","68","20","32","0","14","9","14","0","14"
"1500000US720199524002","Block Group 2, Census Tract 9524, Barranquitas Municipio, Puerto Rico","762","323","78","55","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","15","25","0","14","17","26","1","7","0","14","9","15","245","151","0","14","33","50","165","140","13","20","160","132","26","31","0","14","0","14"
"1500000US720199525001","Block Group 1, Census Tract 9525, Barranquitas Municipio, Puerto Rico","967","412","115","116","0","14","0","14","0","14","0","14","0","14","0","14","23","35","27","42","0","14","87","90","58","55","0","14","22","35","0","14","289","175","24","40","45","53","85","114","104","147","34","57","33","51","0","14","21","34"
"1500000US720199525002","Block Group 2, Census Tract 9525, Barranquitas Municipio, Puerto Rico","1078","417","16","22","0","14","0","14","1","3","0","14","1","2","5","10","1","3","31","47","0","14","75","115","53","64","0","14","84","64","13","22","219","112","0","14","49","59","177","136","136","124","216","178","1","3","0","14","0","14"
"1500000US720199525003","Block Group 3, Census Tract 9525, Barranquitas Municipio, Puerto Rico","1734","410","38","44","0","14","0","14","28","45","0","14","0","14","15","24","45","53","19","31","32","38","119","136","60","57","0","14","17","29","80","86","422","206","38","59","0","14","201","154","186","146","303","151","131","141","0","14","0","14"
"1500000US720199525004","Block Group 4, Census Tract 9525, Barranquitas Municipio, Puerto Rico","1115","333","50","59","0","14","0","14","0","14","27","43","16","26","0","14","0","14","37","58","25","41","39","61","0","14","0","14","0","14","39","64","372","232","0","14","17","28","137","110","123","140","215","119","18","29","0","14","0","14"
"1500000US720210301011","Block Group 1, Census Tract 301.01, Bayamón Municipio, Puerto Rico","3016","399","14","14","0","14","0","14","16","14","6","8","12","13","48","29","102","49","110","62","138","53","154","58","434","133","201","60","239","65","11","13","503","126","563","127","39","28","254","81","108","41","54","31","10","13","0","14","0","14"
"1500000US720210301012","Block Group 2, Census Tract 301.01, Bayamón Municipio, Puerto Rico","1135","264","30","55","0","14","0","14","0","14","0","14","0","14","6","11","11","17","5","10","12","21","5","9","80","55","21","19","54","39","0","14","186","87","82","43","0","14","147","92","56","35","200","99","90","92","130","105","20","31"
"1500000US720210301013","Block Group 3, Census Tract 301.01, Bayamón Municipio, Puerto Rico","737","154","28","24","0","14","0","14","0","14","10","16","10","15","22","35","3","7","0","14","0","14","9","12","19","20","0","14","19","21","9","13","198","102","17","19","36","34","43","38","56","41","208","102","50","34","0","14","0","14"
"1500000US720210301014","Block Group 4, Census Tract 301.01, Bayamón Municipio, Puerto Rico","43","70","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","25","40","0","14","18","30","0","14","0","14","0","14"
"1500000US720210301031","Block Group 1, Census Tract 301.03, Bayamón Municipio, Puerto Rico","895","225","0","14","0","14","0","14","38","60","0","14","33","54","0","14","0","14","0","14","0","14","3","6","0","14","0","14","2","7","0","14","202","131","112","118","29","42","65","68","95","109","226","112","90","103","0","14","0","14"
"1500000US720210301032","Block Group 2, Census Tract 301.03, Bayamón Municipio, Puerto Rico","1699","325","77","77","0","14","0","14","8","18","4","9","0","14","0","14","0","14","31","50","33","53","0","14","29","32","0","14","0","14","29","34","275","130","116","85","44","39","212","115","257","136","455","165","129","96","0","14","0","14"
"1500000US720210301041","Block Group 1, Census Tract 301.04, Bayamón Municipio, Puerto Rico","985","232","8","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","12","0","14","70","59","8","12","12","19","76","50","91","72","458","168","119","56","48","42","87","48"
"1500000US720210301042","Block Group 2, Census Tract 301.04, Bayamón Municipio, Puerto Rico","1103","214","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","26","31","10","15","9","14","17","28","0","14","119","57","0","14","39","40","98","55","163","88","330","111","196","85","70","46","26","40"
"1500000US720210301043","Block Group 3, Census Tract 301.04, Bayamón Municipio, Puerto Rico","730","155","19","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","12","0","14","0","14","8","12","46","31","0","14","9","14","26","30","45","39","301","97","190","99","53","48","25","40"
"1500000US720210301051","Block Group 1, Census Tract 301.05, Bayamón Municipio, Puerto Rico","1081","215","8","14","0","14","0","14","0","14","0","14","52","52","0","14","0","14","40","51","0","14","64","83","59","51","0","14","19","32","9","14","125","65","9","13","29","27","123","78","137","66","307","98","50","47","36","41","14","22"
"1500000US720210301052","Block Group 2, Census Tract 301.05, Bayamón Municipio, Puerto Rico","600","193","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","104","93","0","14","10","15","131","80","77","58","220","115","30","34","28","35","0","14"
"1500000US720210302001","Block Group 1, Census Tract 302, Bayamón Municipio, Puerto Rico","521","145","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","24","43","0","14","0","14","8","12","98","42","27","31","0","14","45","37","73","44","97","62","82","48","10","16","49","53"
"1500000US720210302002","Block Group 2, Census Tract 302, Bayamón Municipio, Puerto Rico","577","181","9","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","20","0","14","11","19","8","13","0","14","0","14","8","12","89","53","31","37","21","24","66","49","35","32","248","125","33","32","0","14","0","14"
"1500000US720210302003","Block Group 3, Census Tract 302, Bayamón Municipio, Puerto Rico","584","181","0","14","0","14","0","14","0","14","0","14","43","40","0","14","0","14","8","13","0","14","0","14","0","14","0","14","0","14","0","14","209","94","0","14","9","14","92","72","63","75","98","48","34","34","12","18","16","25"
"1500000US720210302004","Block Group 4, Census Tract 302, Bayamón Municipio, Puerto Rico","762","193","0","14","0","14","0","14","0","14","0","14","30","36","10","15","0","14","0","14","0","14","20","31","15","18","0","14","31","38","26","23","86","52","0","14","0","14","143","84","18","20","208","71","129","72","11","17","35","40"
"1500000US720210303001","Block Group 1, Census Tract 303, Bayamón Municipio, Puerto Rico","493","188","0","14","0","14","0","14","0","14","0","14","0","14","14","21","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","115","102","0","14","13","21","87","88","0","14","73","62","100","73","43","52","48","57"
"1500000US720210303002","Block Group 2, Census Tract 303, Bayamón Municipio, Puerto Rico","310","187","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","40","65","26","42","0","14","0","14","0","14","107","67","0","14","0","14","0","14","0","14","97","102","34","55","6","13","0","14"
"1500000US720210303003","Block Group 3, Census Tract 303, Bayamón Municipio, Puerto Rico","1043","335","80","77","0","14","0","14","0","14","14","22","0","14","0","14","46","55","0","14","31","49","42","52","99","93","15","25","0","14","13","21","196","113","110","107","0","14","240","140","99","92","17","27","0","14","41","65","0","14"
"1500000US720210303004","Block Group 4, Census Tract 303, Bayamón Municipio, Puerto Rico","685","220","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","26","0","14","27","45","0","14","0","14","0","14","77","57","30","33","14","23","122","114","46","53","234","146","76","49","43","51","0","14"
"1500000US720210307001","Block Group 1, Census Tract 307, Bayamón Municipio, Puerto Rico","542","134","6","9","0","14","0","14","0","14","0","14","11","11","5","9","11","18","57","36","25","28","11","17","23","21","5","8","12","19","11","11","117","48","14","22","0","14","81","62","56","41","66","43","0","14","31","27","0","14"
"1500000US720210307002","Block Group 2, Census Tract 307, Bayamón Municipio, Puerto Rico","395","118","4","9","0","14","0","14","5","8","0","14","0","14","0","14","8","12","6","9","9","11","16","20","64","41","0","14","5","11","16","24","77","39","35","31","16","20","36","28","36","34","62","47","0","14","0","14","0","14"
"1500000US720210308001","Block Group 1, Census Tract 308, Bayamón Municipio, Puerto Rico","786","175","5","8","0","14","0","14","0","14","0","14","5","7","0","14","0","14","23","20","0","14","0","14","87","124","7","10","5","8","11","12","170","70","26","25","12","20","156","63","60","40","156","64","48","35","15","18","0","14"
