"GEO_ID","NAME","B17017_001E","B17017_001M","B17017_002E","B17017_002M","B17017_003E","B17017_003M","B17017_004E","B17017_004M","B17017_005E","B17017_005M","B17017_006E","B17017_006M","B17017_007E","B17017_007M","B17017_008E","B17017_008M","B17017_009E","B17017_009M","B17017_010E","B17017_010M","B17017_011E","B17017_011M","B17017_012E","B17017_012M","B17017_013E","B17017_013M","B17017_014E","B17017_014M","B17017_015E","B17017_015M","B17017_016E","B17017_016M","B17017_017E","B17017_017M","B17017_018E","B17017_018M","B17017_019E","B17017_019M","B17017_020E","B17017_020M","B17017_021E","B17017_021M","B17017_022E","B17017_022M","B17017_023E","B17017_023M","B17017_024E","B17017_024M","B17017_025E","B17017_025M","B17017_026E","B17017_026M","B17017_027E","B17017_027M","B17017_028E","B17017_028M","B17017_029E","B17017_029M","B17017_030E","B17017_030M","B17017_031E","B17017_031M","B17017_032E","B17017_032M","B17017_033E","B17017_033M","B17017_034E","B17017_034M","B17017_035E","B17017_035M","B17017_036E","B17017_036M","B17017_037E","B17017_037M","B17017_038E","B17017_038M","B17017_039E","B17017_039M","B17017_040E","B17017_040M","B17017_041E","B17017_041M","B17017_042E","B17017_042M","B17017_043E","B17017_043M","B17017_044E","B17017_044M","B17017_045E","B17017_045M","B17017_046E","B17017_046M","B17017_047E","B17017_047M","B17017_048E","B17017_048M","B17017_049E","B17017_049M","B17017_050E","B17017_050M","B17017_051E","B17017_051M","B17017_052E","B17017_052M","B17017_053E","B17017_053M","B17017_054E","B17017_054M","B17017_055E","B17017_055M","B17017_056E","B17017_056M","B17017_057E","B17017_057M","B17017_058E","B17017_058M","B17017_059E","B17017_059M"
"1500000US720330205001","Block Group 1, Census Tract 205, Cataño Municipio, Puerto Rico","416","77","48","34","7","12","7","12","0","14","0","14","0","14","7","12","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","41","32","11","17","0","14","0","14","11","17","0","14","30","28","0","14","0","14","0","14","30","28","368","80","283","80","202","60","0","14","64","45","56","39","82","43","81","59","19","30","0","14","19","30","0","14","0","14","62","51","0","14","20","31","9","14","33","38","85","58","49","46","0","14","10","16","39","44","0","14","36","35","0","14","0","14","12","19","24","30"
"1500000US720330205002","Block Group 2, Census Tract 205, Cataño Municipio, Puerto Rico","418","77","55","48","30","37","30","37","0","14","0","14","0","14","30","37","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","25","30","12","19","0","14","0","14","0","14","12","19","13","22","0","14","13","22","0","14","0","14","363","79","292","74","194","56","0","14","9","14","136","58","49","34","98","60","32","39","0","14","0","14","32","39","0","14","66","46","0","14","0","14","46","39","20","31","71","52","20","32","0","14","0","14","0","14","20","32","51","42","0","14","0","14","29","34","22","26"
"1500000US720330205003","Block Group 3, Census Tract 205, Cataño Municipio, Puerto Rico","390","74","19","21","19","21","9","13","0","14","0","14","0","14","9","13","10","15","0","14","0","14","0","14","0","14","0","14","10","15","0","14","0","14","10","15","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","371","74","301","71","225","70","0","14","78","51","106","63","41","30","76","40","30","28","11","17","11","18","0","14","8","12","46","37","0","14","14","23","21","24","11","18","70","60","0","14","0","14","0","14","0","14","0","14","70","60","0","14","0","14","54","53","16","25"
"1500000US720339800011","Block Group 1, Census Tract 9800.01, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800021","Block Group 1, Census Tract 9800.02, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800031","Block Group 1, Census Tract 9800.03, Cataño Municipio, Puerto Rico","32","22","27","23","23","23","10","16","0","14","0","14","10","16","0","14","13","15","0","14","0","14","0","14","0","14","0","14","13","15","0","14","8","12","5","9","0","14","4","6","0","14","0","14","0","14","0","14","0","14","4","6","0","14","0","14","0","14","4","6","5","7","5","7","5","7","0","14","0","14","5","7","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800041","Block Group 1, Census Tract 9800.04, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800051","Block Group 1, Census Tract 9800.05, Cataño Municipio, Puerto Rico","6","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","6","11","6","11","6","11","0","14","0","14","0","14","6","11","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800061","Block Group 1, Census Tract 9800.06, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800071","Block Group 1, Census Tract 9800.07, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339800081","Block Group 1, Census Tract 9800.08, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720339902010","Block Group 0, Census Tract 9902.01, Cataño Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720352601001","Block Group 1, Census Tract 2601, Cayey Municipio, Puerto Rico","513","165","107","100","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","107","100","107","100","0","14","52","84","27","42","28","43","0","14","0","14","0","14","0","14","0","14","406","160","326","159","169","101","0","14","0","14","65","77","104","83","157","126","0","14","0","14","0","14","0","14","0","14","157","126","0","14","50","77","107","98","0","14","80","74","0","14","0","14","0","14","0","14","0","14","80","74","0","14","0","14","27","41","53","60"
"1500000US720352601002","Block Group 2, Census Tract 2601, Cayey Municipio, Puerto Rico","1622","282","391","186","347","179","72","83","0","14","43","69","29","46","0","14","275","166","56","64","0","14","0","14","0","14","56","64","219","146","0","14","158","128","61","68","0","14","44","49","0","14","0","14","0","14","0","14","0","14","44","49","0","14","0","14","0","14","44","49","1231","283","1059","271","788","230","19","31","234","128","378","172","157","100","271","141","91","101","0","14","91","101","0","14","0","14","180","117","0","14","32","52","119","94","29","45","172","127","118","109","0","14","41","66","40","63","37","58","54","64","0","14","0","14","54","64","0","14"
"1500000US720352601003","Block Group 3, Census Tract 2601, Cayey Municipio, Puerto Rico","727","179","432","181","320","171","56","65","0","14","0","14","33","54","23","37","264","162","42","65","0","14","42","65","0","14","0","14","222","154","0","14","138","132","33","52","51","60","112","92","0","14","0","14","0","14","0","14","0","14","112","92","0","14","0","14","62","71","50","59","295","140","188","119","166","114","0","14","35","56","60","67","71","83","22","35","0","14","0","14","0","14","0","14","0","14","22","35","0","14","0","14","0","14","22","35","107","97","36","57","0","14","0","14","0","14","36","57","71","79","0","14","0","14","71","79","0","14"
"1500000US720352601004","Block Group 4, Census Tract 2601, Cayey Municipio, Puerto Rico","419","132","164","106","69","77","38","61","0","14","38","61","0","14","0","14","31","51","31","51","0","14","31","51","0","14","0","14","0","14","0","14","0","14","0","14","0","14","95","76","74","68","0","14","0","14","0","14","74","68","21","35","0","14","0","14","0","14","21","35","255","134","211","128","195","129","0","14","89","107","27","46","79","72","16","26","0","14","0","14","0","14","0","14","0","14","16","26","0","14","0","14","0","14","16","26","44","49","20","32","0","14","0","14","20","32","0","14","24","37","0","14","0","14","0","14","24","37"
"1500000US720352602011","Block Group 1, Census Tract 2602.01, Cayey Municipio, Puerto Rico","534","113","170","65","97","54","84","55","0","14","0","14","49","43","35","36","13","22","0","14","0","14","0","14","0","14","0","14","13","22","0","14","0","14","13","22","0","14","73","38","19","21","0","14","0","14","19","21","0","14","54","32","0","14","0","14","16","18","38","30","364","110","327","99","215","77","0","14","39","45","131","55","45","32","112","72","8","12","0","14","0","14","8","12","0","14","104","71","0","14","37","45","28","44","39","38","37","37","11","18","0","14","0","14","11","18","0","14","26","32","0","14","0","14","8","13","18","30"
"1500000US720352602012","Block Group 2, Census Tract 2602.01, Cayey Municipio, Puerto Rico","401","106","230","97","183","90","66","55","0","14","22","36","44","43","0","14","117","73","44","55","0","14","44","55","0","14","0","14","73","51","0","14","39","46","10","15","24","29","47","40","16","26","0","14","0","14","0","14","16","26","31","32","0","14","0","14","0","14","31","32","171","66","146","59","89","45","0","14","14","22","9","15","66","39","57","42","0","14","0","14","0","14","0","14","0","14","57","42","0","14","0","14","57","42","0","14","25","30","9","15","0","14","9","15","0","14","0","14","16","26","0","14","0","14","16","26","0","14"
"1500000US720352602021","Block Group 1, Census Tract 2602.02, Cayey Municipio, Puerto Rico","956","134","239","84","181","77","61","41","0","14","19","32","30","35","12","19","120","66","35","42","0","14","0","14","24","38","11","17","85","60","0","14","67","54","0","14","18","28","58","55","19","30","0","14","0","14","19","30","0","14","39","46","0","14","0","14","39","46","0","14","717","137","683","140","477","119","0","14","46","53","251","87","180","71","206","99","41","39","0","14","16","25","15","25","10","16","165","96","0","14","32","53","93","68","40","44","34","38","19","29","0","14","0","14","19","29","0","14","15","24","0","14","0","14","15","24","0","14"
"1500000US720352602022","Block Group 2, Census Tract 2602.02, Cayey Municipio, Puerto Rico","517","108","340","114","129","68","24","29","0","14","0","14","24","29","0","14","105","58","16","26","0","14","0","14","16","26","0","14","89","52","12","20","40","45","9","14","28","33","211","106","34","43","0","14","0","14","0","14","34","43","177","92","0","14","29","47","42","48","106","66","177","76","77","52","50","41","0","14","0","14","11","17","39","38","27","31","12","20","0","14","0","14","0","14","12","20","15","24","0","14","0","14","15","24","0","14","100","69","0","14","0","14","0","14","0","14","0","14","100","69","0","14","20","33","57","53","23","27"
"1500000US720352603001","Block Group 1, Census Tract 2603, Cayey Municipio, Puerto Rico","413","105","181","73","116","64","41","38","0","14","0","14","14","21","27","31","75","53","0","14","0","14","0","14","0","14","0","14","75","53","13","22","24","41","20","32","18","30","65","43","33","31","0","14","0","14","9","15","24","27","32","37","0","14","0","14","17","29","15","24","232","97","175","88","117","73","0","14","47","52","12","20","58","46","58","57","0","14","0","14","0","14","0","14","0","14","58","57","0","14","26","45","0","14","32","37","57","48","46","45","0","14","18","28","15","26","13","22","11","17","0","14","0","14","0","14","11","17"
"1500000US720352603002","Block Group 2, Census Tract 2603, Cayey Municipio, Puerto Rico","752","145","318","114","157","88","42","35","0","14","16","27","10","15","16","25","115","80","0","14","0","14","0","14","0","14","0","14","115","80","0","14","89","74","15","24","11","17","161","79","21","34","0","14","0","14","21","34","0","14","140","70","0","14","27","44","60","48","53","43","434","123","314","108","245","92","0","14","48","56","57","42","140","73","69","51","26","30","0","14","0","14","26","30","0","14","43","41","0","14","0","14","26","31","17","27","120","75","74","59","0","14","21","33","0","14","53","50","46","46","0","14","0","14","21","35","25","29"
"1500000US720352603003","Block Group 3, Census Tract 2603, Cayey Municipio, Puerto Rico","283","102","164","85","42","30","18","21","0","14","0","14","0","14","18","21","24","27","0","14","0","14","0","14","0","14","0","14","24","27","0","14","15","23","0","14","9","15","122","82","36","44","0","14","26","42","10","15","0","14","86","70","0","14","27","43","9","14","50","53","119","62","73","48","63","50","0","14","0","14","18","29","45","41","10","17","0","14","0","14","0","14","0","14","0","14","10","17","0","14","0","14","0","14","10","17","46","37","35","39","0","14","17","27","18","28","0","14","11","17","0","14","0","14","11","17","0","14"
"1500000US720352604001","Block Group 1, Census Tract 2604, Cayey Municipio, Puerto Rico","713","143","339","117","303","116","165","82","0","14","0","14","75","60","90","53","138","86","25","41","0","14","25","41","0","14","0","14","113","77","11","17","74","69","13","21","15","25","36","43","36","43","0","14","24","39","0","14","12","18","0","14","0","14","0","14","0","14","0","14","374","129","279","114","249","109","0","14","49","57","137","82","63","54","30","37","0","14","0","14","0","14","0","14","0","14","30","37","0","14","0","14","22","34","8","12","95","55","69","57","0","14","0","14","69","57","0","14","26","28","0","14","0","14","13","21","13","19"
"1500000US720352604002","Block Group 2, Census Tract 2604, Cayey Municipio, Puerto Rico","242","88","82","52","41","39","41","39","0","14","14","23","27","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","41","41","13","22","0","14","0","14","0","14","13","22","28","34","0","14","0","14","17","28","11","18","160","87","144","88","129","86","0","14","22","35","98","78","9","15","15","23","15","23","0","14","0","14","0","14","15","23","0","14","0","14","0","14","0","14","0","14","16","25","16","25","0","14","0","14","16","25","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720352604003","Block Group 3, Census Tract 2604, Cayey Municipio, Puerto Rico","584","122","361","107","237","91","71","54","0","14","30","34","28","34","13","22","166","89","90","62","0","14","54","45","21","33","15","23","76","65","0","14","47","54","29","44","0","14","124","69","89","67","0","14","13","22","38","42","38","43","35","33","13","21","0","14","9","14","13","21","223","96","185","91","119","75","0","14","20","33","75","63","24","27","66","55","11","18","0","14","0","14","11","18","0","14","55","52","0","14","0","14","13","23","42","47","38","36","31","37","0","14","0","14","0","14","31","37","7","12","0","14","0","14","0","14","7","12"
"1500000US720352605001","Block Group 1, Census Tract 2605, Cayey Municipio, Puerto Rico","444","112","239","95","92","65","33","41","0","14","23","38","0","14","10","16","59","52","0","14","0","14","0","14","0","14","0","14","59","52","0","14","34","54","13","22","12","21","147","74","54","50","0","14","0","14","0","14","54","50","93","58","0","14","24","39","28","26","41","37","205","79","153","67","137","69","0","14","8","15","88","63","41","33","16","18","7","11","0","14","0","14","0","14","7","11","9","14","0","14","0","14","0","14","9","14","52","45","9","14","0","14","0","14","9","14","0","14","43","43","0","14","22","35","0","14","21","25"
"1500000US720352605002","Block Group 2, Census Tract 2605, Cayey Municipio, Puerto Rico","537","112","249","102","158","86","71","65","0","14","31","49","11","19","29","37","87","57","14","22","0","14","0","14","14","22","0","14","73","53","14","23","30","48","20","31","9","13","91","62","28","36","0","14","0","14","20","33","8","14","63","48","0","14","14","23","12","20","37","38","288","95","200","78","125","59","0","14","42","38","7","11","76","51","75","59","23","38","0","14","23","38","0","14","0","14","52","44","0","14","21","34","21","25","10","15","88","53","30","35","0","14","0","14","0","14","30","35","58","44","0","14","0","14","30","34","28","28"
"1500000US720352605003","Block Group 3, Census Tract 2605, Cayey Municipio, Puerto Rico","302","82","272","78","177","74","0","14","0","14","0","14","0","14","0","14","177","74","22","25","0","14","14","22","0","14","8","13","155","78","18","31","123","73","0","14","14","24","95","69","29","25","18","28","0","14","0","14","11","17","66","64","0","14","31","51","25","39","10","16","30","26","19","31","19","31","0","14","19","31","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","18","0","14","0","14","0","14","0","14","0","14","11","18","0","14","0","14","0","14","11","18"
"1500000US720352605004","Block Group 4, Census Tract 2605, Cayey Municipio, Puerto Rico","292","98","197","93","178","90","38","35","7","11","0","14","17","28","14","17","140","90","15","22","15","22","0","14","0","14","0","14","125","86","12","19","79","74","14","23","20","31","19","22","0","14","0","14","0","14","0","14","0","14","19","22","0","14","0","14","12","19","7","11","95","52","53","34","32","26","0","14","0","14","8","13","24","23","21","22","10","15","0","14","0","14","0","14","10","15","11","17","0","14","0","14","0","14","11","17","42","40","13","21","0","14","0","14","0","14","13","21","29","35","0","14","0","14","0","14","29","35"
"1500000US720352606001","Block Group 1, Census Tract 2606, Cayey Municipio, Puerto Rico","199","80","98","65","25","30","9","14","0","14","0","14","0","14","9","14","16","26","0","14","0","14","0","14","0","14","0","14","16","26","0","14","0","14","16","26","0","14","73","58","39","43","0","14","0","14","0","14","39","43","34","40","0","14","0","14","0","14","34","40","101","67","82","67","42","48","0","14","21","35","0","14","21","32","40","45","40","45","21","34","0","14","0","14","19","30","0","14","0","14","0","14","0","14","0","14","19","29","19","29","0","14","0","14","0","14","19","29","0","14","0","14","0","14","0","14","0","14"
"1500000US720352606002","Block Group 2, Census Tract 2606, Cayey Municipio, Puerto Rico","677","100","483","104","264","81","41","36","0","14","0","14","16","25","25","27","223","74","9","15","0","14","0","14","0","14","9","15","214","72","10","16","133","66","19","30","52","46","219","85","88","60","0","14","13","21","43","42","32","37","131","75","0","14","28","46","78","52","25","28","194","72","112","63","20","31","0","14","0","14","0","14","20","31","92","61","0","14","0","14","0","14","0","14","0","14","92","61","0","14","0","14","50","47","42","41","82","51","26","30","15","25","0","14","0","14","11","17","56","40","0","14","0","14","0","14","56","40"
"1500000US720352606003","Block Group 3, Census Tract 2606, Cayey Municipio, Puerto Rico","142","63","89","63","38","39","8","13","0","14","0","14","0","14","8","13","30","37","22","35","0","14","22","35","0","14","0","14","8","14","0","14","0","14","8","14","0","14","51","48","40","44","0","14","0","14","40","44","0","14","11","18","0","14","0","14","0","14","11","18","53","47","53","47","53","47","0","14","0","14","32","41","21","24","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720352607001","Block Group 1, Census Tract 2607, Cayey Municipio, Puerto Rico","247","90","163","81","100","72","24","40","0","14","24","40","0","14","0","14","76","59","0","14","0","14","0","14","0","14","0","14","76","59","0","14","66","63","10","15","0","14","63","39","9","14","0","14","0","14","0","14","9","14","54","37","11","18","0","14","0","14","43","32","84","52","26","31","0","14","0","14","0","14","0","14","0","14","26","31","0","14","0","14","0","14","0","14","0","14","26","31","0","14","0","14","26","31","0","14","58","41","50","43","10","16","0","14","33","38","7","11","8","13","0","14","0","14","0","14","8","13"
"1500000US720352607002","Block Group 2, Census Tract 2607, Cayey Municipio, Puerto Rico","301","85","178","74","103","59","39","30","0","14","13","19","26","24","0","14","64","52","0","14","0","14","0","14","0","14","0","14","64","52","15","24","0","14","12","20","37","42","75","56","33","33","0","14","0","14","24","30","9","15","42","44","10","16","0","14","25","39","7","11","123","60","64","40","17","18","0","14","0","14","0","14","17","18","47","38","0","14","0","14","0","14","0","14","0","14","47","38","0","14","0","14","27","30","20","23","59","49","19","15","0","14","0","14","19","15","0","14","40","46","0","14","0","14","40","46","0","14"
"1500000US720352607003","Block Group 3, Census Tract 2607, Cayey Municipio, Puerto Rico","350","98","154","69","78","51","25","30","0","14","0","14","0","14","25","30","53","45","9","14","0","14","0","14","9","14","0","14","44","43","0","14","20","33","0","14","24","29","76","52","22","37","0","14","0","14","22","37","0","14","54","37","0","14","0","14","38","33","16","17","196","82","104","58","64","47","0","14","0","14","42","42","22","21","40","36","9","14","0","14","0","14","0","14","9","14","31","34","0","14","0","14","14","23","17","27","92","66","60","57","0","14","11","17","21","34","28","43","32","38","0","14","0","14","23","36","9","15"
"1500000US720352608001","Block Group 1, Census Tract 2608, Cayey Municipio, Puerto Rico","362","96","103","55","73","48","42","40","0","14","0","14","42","40","0","14","31","37","0","14","0","14","0","14","0","14","0","14","31","37","0","14","20","32","0","14","11","18","30","28","0","14","0","14","0","14","0","14","0","14","30","28","0","14","0","14","9","14","21","25","259","85","199","78","97","56","0","14","47","37","24","27","26","31","102","72","0","14","0","14","0","14","0","14","0","14","102","72","0","14","75","69","18","19","9","15","60","51","21","33","0","14","0","14","21","33","0","14","39","39","0","14","0","14","0","14","39","39"
"1500000US720352608002","Block Group 2, Census Tract 2608, Cayey Municipio, Puerto Rico","420","87","136","74","41","40","41","40","0","14","14","22","0","14","27","32","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","95","63","34","45","0","14","27","44","0","14","7","11","61","46","0","14","0","14","0","14","61","46","284","69","185","63","92","44","0","14","9","14","45","38","38","32","93","55","37","30","0","14","0","14","28","26","9","14","56","46","0","14","19","31","9","14","28","33","99","58","28","32","0","14","0","14","18","27","10","16","71","49","0","14","0","14","0","14","71","49"
"1500000US720352608003","Block Group 3, Census Tract 2608, Cayey Municipio, Puerto Rico","324","87","109","54","48","40","27","32","0","14","0","14","17","29","10","15","21","24","0","14","0","14","0","14","0","14","0","14","21","24","0","14","13","21","8","12","0","14","61","48","13","21","0","14","0","14","13","21","0","14","48","42","0","14","0","14","9","13","39","40","215","82","120","58","58","39","0","14","0","14","8","14","50","39","62","44","34","25","0","14","0","14","34","25","0","14","28","36","0","14","0","14","0","14","28","36","95","68","18","30","0","14","18","30","0","14","0","14","77","59","0","14","20","32","47","48","10","16"
"1500000US720352609011","Block Group 1, Census Tract 2609.01, Cayey Municipio, Puerto Rico","419","110","163","82","92","60","44","40","0","14","0","14","17","26","27","31","48","44","19","31","0","14","19","31","0","14","0","14","29","32","0","14","0","14","15","23","14","22","71","55","71","55","0","14","0","14","35","37","36","40","0","14","0","14","0","14","0","14","0","14","256","89","193","79","133","69","0","14","22","35","33","38","78","52","60","47","31","37","0","14","10","15","21","33","0","14","29","33","0","14","13","20","16","25","0","14","63","59","16","25","0","14","0","14","0","14","16","25","47","53","0","14","0","14","47","53","0","14"
"1500000US720352609012","Block Group 2, Census Tract 2609.01, Cayey Municipio, Puerto Rico","905","122","76","45","34","39","20","32","0","14","0","14","20","32","0","14","14","22","0","14","0","14","0","14","0","14","0","14","14","22","0","14","14","22","0","14","0","14","42","25","8","13","0","14","0","14","0","14","8","13","34","25","0","14","0","14","26","22","8","12","829","128","720","129","537","124","0","14","106","66","254","87","177","80","183","83","31","36","0","14","0","14","18","29","13","20","152","76","14","23","44","50","85","53","9","14","109","63","64","51","0","14","18","28","12","20","34","40","45","36","0","14","0","14","20","22","25","29"
"1500000US720352609021","Block Group 1, Census Tract 2609.02, Cayey Municipio, Puerto Rico","723","113","256","99","151","76","66","50","0","14","0","14","56","47","10","18","85","65","0","14","0","14","0","14","0","14","0","14","85","65","0","14","62","59","23","26","0","14","105","64","105","64","0","14","20","32","35","40","50","48","0","14","0","14","0","14","0","14","0","14","467","118","431","119","343","107","0","14","52","58","171","86","120","64","88","65","16","24","0","14","0","14","16","24","0","14","72","60","0","14","23","37","32","37","17","28","36","40","36","40","0","14","0","14","36","40","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720352609022","Block Group 2, Census Tract 2609.02, Cayey Municipio, Puerto Rico","893","165","520","148","360","126","227","102","0","14","44","49","152","80","31","30","133","73","43","33","12","20","0","14","31","35","0","14","90","68","0","14","81","65","9","15","0","14","160","80","69","51","0","14","0","14","27","31","42","40","91","61","14","22","26","43","30","34","21","24","373","103","302","102","255","93","0","14","36","43","150","74","69","46","47","37","0","14","0","14","0","14","0","14","0","14","47","37","0","14","38","33","9","15","0","14","71","44","35","26","0","14","0","14","0","14","35","26","36","35","0","14","0","14","0","14","36","35"
"1500000US720371601001","Block Group 1, Census Tract 1601, Ceiba Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720371601002","Block Group 2, Census Tract 1601, Ceiba Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720371602011","Block Group 1, Census Tract 1602.01, Ceiba Municipio, Puerto Rico","682","138","317","103","218","82","99","58","0","14","0","14","49","53","50","39","119","75","37","44","22","36","15","24","0","14","0","14","82","59","0","14","45","49","26","33","11","16","99","65","13","20","0","14","0","14","0","14","13","20","86","61","0","14","12","19","24","29","50","47","365","120","193","85","168","86","0","14","51","55","67","49","50","43","25","28","0","14","0","14","0","14","0","14","0","14","25","28","0","14","0","14","0","14","25","28","172","86","111","71","0","14","26","41","48","38","37","40","61","48","0","14","0","14","13","21","48","43"
