censusid,blockid,blockgroupname,total_population_edu,high_school_diploma,ged_credential,bachelors_degree,masters_degree,professional_degree,doctorate_degree,high_school_diploma_rate,ged_credential_rate,bachelors_degree_rate,masters_degree_rate,professional_degree_rate,doctorate_degree_rate,total_population_employ,labor_force_total,civilian_labor_force,employed_labor_force,unemployed_labor_force,armed_forces_labor_force,not_labor_force_total,labor_force_rate,civilian_labor_rate,employed_labor_rate,unemployed_labor_rate,armed_forces_labor_rate,not_labor_force_rate,total_population_income,income_less_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_200k_more,median_earnings_total,median_earnings_male,median_earnings_male_fulltime,median_earnings_male_other,median_earnings_female,median_earnings_female_fulltime,median_earnings_female_other,total_households_poverty,below_poverty,below_poverty_family,below_poverty_family_married,below_poverty_family_other,below_poverty_family_other_male_no_spouse,below_poverty_family_other_female_no_spouse,below_poverty_nonfamily,below_poverty_nonfamily_male,below_poverty_nonfamily_female,above_poverty,above_poverty_family,above_poverty_family_married,above_poverty_family_other,above_poverty_family_other_male_no_spouse,above_poverty_family_other_female_no_spouse,above_poverty_nonfamily,above_poverty_nonfamily_male,above_poverty_nonfamily_female,below_poverty_rate,below_poverty_family_rate,below_poverty_family_married_rate,below_poverty_family_other_rate,below_poverty_family_other_male_no_spouse_rate,below_poverty_family_other_female_no_spouse_rate,below_poverty_nonfamily_rate,below_poverty_nonfamily_male_rate,below_poverty_nonfamily_female_rate,above_poverty_rate,above_poverty_family_rate,above_poverty_family_married_rate,above_poverty_family_other_rate,above_poverty_family_other_male_no_spouse_rate,above_poverty_family_other_female_no_spouse_rate,above_poverty_nonfamily_rate,above_poverty_nonfamily_male_rate,above_poverty_nonfamily_female_rate,total_population_assist,with_assistance,without_assistance,with_assistance_rate,without_assistance_rate
1500000US720310506006,720310506006,"Block Group 6, Census Tract 506, Carolina Municipio, Puerto Rico",360,150,0,95,0,0,0,0.416666666666667,0,0.263888888888889,0,0,0,449,126,126,67,59,0,323,0.280623608017817,0.280623608017817,0.149220489977728,0.131403118040089,0,0.719376391982183,159,92,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,223,223,159,18,141,0,141,64,0,64,0,0,0,0,0,0,0,0,0,1,0.713004484304933,0.0807174887892377,0.632286995515695,0,0.632286995515695,0.286995515695067,0,0.286995515695067,0,0,0,0,0,0,0,0,0,223,223,0,1,0
1500000US720310507001,720310507001,"Block Group 1, Census Tract 507, Carolina Municipio, Puerto Rico",566,202,10,74,34,0,0,0.356890459363958,0.0176678445229682,0.130742049469965,0.0600706713780919,0,0,641,305,305,270,35,0,336,0.475819032761311,0.475819032761311,0.421216848673947,0.0546021840873635,0,0.52418096723869,211,10,14,43,43,24,0,10,6,26,16,14,5,0,0,0,0,16346,17679,19330,,15938,22857,7500,298,133,51,9,42,0,42,82,24,58,165,160,61,99,5,94,5,0,5,0.446308724832215,0.171140939597315,0.0302013422818792,0.140939597315436,0,0.140939597315436,0.275167785234899,0.0805369127516778,0.194630872483221,0.553691275167785,0.536912751677852,0.204697986577181,0.332214765100671,0.0167785234899329,0.315436241610738,0.0167785234899329,0,0.0167785234899329,298,155,143,0.520134228187919,0.479865771812081
1500000US720310507002,720310507002,"Block Group 2, Census Tract 507, Carolina Municipio, Puerto Rico",388,96,28,40,30,0,0,0.247422680412371,0.0721649484536082,0.103092783505155,0.077319587628866,0,0,485,257,257,159,98,0,228,0.529896907216495,0.529896907216495,0.327835051546392,0.202061855670103,0,0.470103092783505,164,63,15,24,0,14,11,0,0,5,11,0,21,0,0,0,0,18000,12054,16833,,29432,33182,,205,120,102,12,90,0,90,18,7,11,85,62,27,35,0,35,23,0,23,0.585365853658537,0.497560975609756,0.0585365853658537,0.439024390243902,0,0.439024390243902,0.0878048780487805,0.0341463414634146,0.0536585365853659,0.414634146341463,0.302439024390244,0.131707317073171,0.170731707317073,0,0.170731707317073,0.11219512195122,0,0.11219512195122,205,139,66,0.678048780487805,0.321951219512195
1500000US720310508031,720310508031,"Block Group 1, Census Tract 508.03, Carolina Municipio, Puerto Rico",1216,461,39,164,43,0,0,0.379111842105263,0.0320723684210526,0.134868421052632,0.0353618421052632,0,0,1423,674,674,592,82,0,749,0.47364722417428,0.47364722417428,0.416022487702038,0.0576247364722417,0,0.52635277582572,433,75,52,31,60,19,16,57,0,19,47,16,41,0,0,0,0,16822,14792,26563,6468,17636,19538,,638,226,184,20,164,0,164,42,23,19,412,249,129,120,12,108,163,60,103,0.35423197492163,0.288401253918495,0.0313479623824451,0.25705329153605,0,0.25705329153605,0.0658307210031348,0.0360501567398119,0.0297805642633229,0.64576802507837,0.390282131661442,0.202194357366771,0.188087774294671,0.0188087774294671,0.169278996865204,0.255485893416928,0.0940438871473354,0.161442006269592,638,234,404,0.366771159874608,0.633228840125392
1500000US720310508032,720310508032,"Block Group 2, Census Tract 508.03, Carolina Municipio, Puerto Rico",1470,265,33,329,111,0,10,0.180272108843537,0.0224489795918367,0.223809523809524,0.0755102040816327,0,0.00680272108843537,1730,920,920,862,58,0,810,0.531791907514451,0.531791907514451,0.498265895953757,0.0335260115606936,0,0.468208092485549,531,47,60,0,78,10,36,47,47,29,10,95,24,48,0,0,0,20303,22375,25417,,16699,24926,8685,695,148,107,37,70,38,32,41,0,41,547,424,209,215,59,156,123,31,92,0.21294964028777,0.153956834532374,0.0532374100719424,0.100719424460432,0.0546762589928058,0.0460431654676259,0.0589928057553957,0,0.0589928057553957,0.78705035971223,0.610071942446043,0.300719424460432,0.309352517985612,0.0848920863309353,0.224460431654676,0.176978417266187,0.0446043165467626,0.132374100719424,695,152,543,0.218705035971223,0.781294964028777
1500000US720310508111,720310508111,"Block Group 1, Census Tract 508.11, Carolina Municipio, Puerto Rico",830,260,0,157,40,8,0,0.313253012048193,0,0.189156626506024,0.0481927710843374,0.00963855421686747,0,994,587,587,490,97,0,407,0.590543259557344,0.590543259557344,0.492957746478873,0.0975855130784708,0,0.409456740442656,324,0,40,18,19,30,19,22,32,26,38,42,0,38,0,0,0,20578,16797,21056,11923,25625,29643,3403,448,113,58,9,49,10,39,55,38,17,335,266,152,114,30,84,69,21,48,0.252232142857143,0.129464285714286,0.0200892857142857,0.109375,0.0223214285714286,0.0870535714285714,0.122767857142857,0.0848214285714286,0.0379464285714286,0.747767857142857,0.59375,0.339285714285714,0.254464285714286,0.0669642857142857,0.1875,0.154017857142857,0.046875,0.107142857142857,448,75,373,0.167410714285714,0.832589285714286
1500000US720310508112,720310508112,"Block Group 2, Census Tract 508.11, Carolina Municipio, Puerto Rico",1508,286,76,366,88,0,14,0.189655172413793,0.0503978779840849,0.242705570291777,0.0583554376657825,0,0.00928381962864722,1943,1177,1177,942,235,0,766,0.605764282038085,0.605764282038085,0.484817292846114,0.120946989191971,0,0.394235717961915,595,61,9,8,67,65,68,89,56,17,59,50,0,27,19,0,0,17285,18711,23528,,16644,21830,9141,821,168,104,29,75,0,75,64,0,64,653,491,333,158,19,139,162,49,113,0.20462850182704,0.126674786845311,0.0353227771010962,0.0913520097442144,0,0.0913520097442144,0.0779537149817296,0,0.0779537149817296,0.79537149817296,0.598051157125457,0.405602923264312,0.192448233861145,0.023142509135201,0.169305724725944,0.197320341047503,0.0596833130328867,0.137637028014616,821,193,628,0.235079171741778,0.764920828258222
1500000US720310508113,720310508113,"Block Group 3, Census Tract 508.11, Carolina Municipio, Puerto Rico",376,39,16,147,9,0,0,0.103723404255319,0.0425531914893617,0.390957446808511,0.023936170212766,0,0,463,210,210,197,13,0,253,0.453563714902808,0.453563714902808,0.42548596112311,0.0280777537796976,0,0.546436285097192,148,0,0,23,0,23,16,0,8,14,28,17,19,0,0,0,0,22972,17073,41136,,23861,24879,,251,23,23,0,23,23,0,0,0,0,228,125,68,57,0,57,103,40,63,0.0916334661354582,0.0916334661354582,0,0.0916334661354582,0.0916334661354582,0,0,0,0,0.908366533864542,0.49800796812749,0.270916334661355,0.227091633466135,0,0.227091633466135,0.410358565737052,0.159362549800797,0.250996015936255,251,56,195,0.223107569721116,0.776892430278885
1500000US720310508121,720310508121,"Block Group 1, Census Tract 508.12, Carolina Municipio, Puerto Rico",1259,251,46,235,25,0,0,0.199364575059571,0.0365369340746624,0.186656076250993,0.0198570293884035,0,0,1540,828,828,631,197,0,712,0.537662337662338,0.537662337662338,0.40974025974026,0.127922077922078,0,0.462337662337662,481,119,34,49,87,17,17,8,16,18,42,17,21,36,0,0,0,16347,18026,22036,"2,500-",11619,19193,4250,675,325,177,65,112,0,112,148,57,91,350,304,139,165,99,66,46,37,9,0.481481481481482,0.262222222222222,0.0962962962962963,0.165925925925926,0,0.165925925925926,0.219259259259259,0.0844444444444445,0.134814814814815,0.518518518518519,0.45037037037037,0.205925925925926,0.244444444444444,0.146666666666667,0.0977777777777778,0.0681481481481482,0.0548148148148148,0.0133333333333333,675,336,339,0.497777777777778,0.502222222222222
1500000US720310508122,720310508122,"Block Group 2, Census Tract 508.12, Carolina Municipio, Puerto Rico",1405,250,77,281,80,8,0,0.177935943060498,0.0548042704626335,0.2,0.0569395017793594,0.00569395017793594,0,1558,762,762,636,126,0,796,0.489088575096277,0.489088575096277,0.408215661103979,0.0808729139922978,0,0.510911424903723,498,67,8,9,18,85,42,24,43,31,39,61,36,26,9,0,0,20000,18375,25446,12667,20411,21361,11250,720,232,114,25,89,0,89,118,44,74,488,384,245,139,10,129,104,31,73,0.322222222222222,0.158333333333333,0.0347222222222222,0.123611111111111,0,0.123611111111111,0.163888888888889,0.0611111111111111,0.102777777777778,0.677777777777778,0.533333333333333,0.340277777777778,0.193055555555556,0.0138888888888889,0.179166666666667,0.144444444444444,0.0430555555555556,0.101388888888889,720,238,482,0.330555555555556,0.669444444444444
1500000US720310508211,720310508211,"Block Group 1, Census Tract 508.21, Carolina Municipio, Puerto Rico",828,124,15,303,35,18,0,0.14975845410628,0.0181159420289855,0.365942028985507,0.0422705314009662,0.0217391304347826,0,880,349,349,263,86,0,531,0.396590909090909,0.396590909090909,0.298863636363636,0.0977272727272727,0,0.603409090909091,294,33,0,74,18,32,9,12,8,0,56,36,0,9,7,0,0,23438,20938,25469,,25781,29054,16349,457,151,79,37,42,0,42,72,28,44,306,215,120,95,0,95,91,26,65,0.330415754923414,0.172866520787746,0.0809628008752735,0.0919037199124726,0,0.0919037199124726,0.157549234135667,0.0612691466083151,0.0962800875273523,0.669584245076586,0.470459518599562,0.262582056892779,0.207877461706783,0,0.207877461706783,0.199124726477024,0.0568927789934355,0.142231947483589,457,142,315,0.310722100656455,0.689277899343545
1500000US720310508212,720310508212,"Block Group 2, Census Tract 508.21, Carolina Municipio, Puerto Rico",774,156,25,189,97,0,0,0.201550387596899,0.0322997416020672,0.244186046511628,0.125322997416021,0,0,882,474,474,401,73,0,408,0.537414965986395,0.537414965986395,0.454648526077098,0.082766439909297,0,0.462585034013605,264,17,19,9,26,69,10,0,0,24,8,16,39,27,0,0,0,20927,17149,31688,"2,500-",22634,26477,7833,358,124,73,47,26,0,26,51,10,41,234,191,150,41,9,32,43,0,43,0.346368715083799,0.20391061452514,0.131284916201117,0.0726256983240224,0,0.0726256983240224,0.142458100558659,0.0279329608938548,0.114525139664804,0.653631284916201,0.533519553072626,0.418994413407821,0.114525139664804,0.0251396648044693,0.0893854748603352,0.120111731843575,0,0.120111731843575,358,102,256,0.284916201117318,0.715083798882682
1500000US720310508213,720310508213,"Block Group 3, Census Tract 508.21, Carolina Municipio, Puerto Rico",1457,405,45,341,64,0,10,0.277968428277282,0.030885380919698,0.234042553191489,0.0439258750857927,0,0.00686341798215511,1656,735,735,600,135,0,921,0.443840579710145,0.443840579710145,0.36231884057971,0.0815217391304348,0,0.556159420289855,562,54,9,74,54,56,26,34,38,45,56,82,34,0,0,0,0,21250,21797,25756,4833,20703,23115,9167,767,167,125,62,63,10,53,42,9,33,600,437,223,214,48,166,163,30,133,0.217731421121252,0.162972620599739,0.0808344198174707,0.0821382007822686,0.0130378096479791,0.0691003911342894,0.0547588005215124,0.0117340286831812,0.0430247718383312,0.782268578878748,0.569752281616688,0.290743155149935,0.279009126466754,0.0625814863102999,0.216427640156454,0.21251629726206,0.0391134289439374,0.173402868318123,767,230,537,0.29986962190352,0.70013037809648
1500000US720310508221,720310508221,"Block Group 1, Census Tract 508.22, Carolina Municipio, Puerto Rico",378,91,0,67,28,0,0,0.240740740740741,0,0.177248677248677,0.0740740740740741,0,0,446,224,224,207,17,0,222,0.502242152466368,0.502242152466368,0.464125560538117,0.0381165919282511,0,0.497757847533632,166,47,0,0,26,18,0,0,12,8,28,17,10,0,0,0,0,19293,,37500,7772,19348,21548,7500,218,64,47,10,37,0,37,17,0,17,154,119,66,53,10,43,35,10,25,0.293577981651376,0.215596330275229,0.0458715596330275,0.169724770642202,0,0.169724770642202,0.0779816513761468,0,0.0779816513761468,0.706422018348624,0.545871559633028,0.302752293577982,0.243119266055046,0.0458715596330275,0.197247706422018,0.160550458715596,0.0458715596330275,0.114678899082569,218,55,163,0.252293577981651,0.747706422018349
1500000US720310508222,720310508222,"Block Group 2, Census Tract 508.22, Carolina Municipio, Puerto Rico",1355,560,48,231,60,9,0,0.413284132841328,0.0354243542435424,0.170479704797048,0.044280442804428,0.00664206642066421,0,1454,650,650,629,21,0,804,0.447042640990371,0.447042640990371,0.432599724896836,0.0144429160935351,0,0.552957359009629,441,44,33,21,36,26,30,18,8,51,119,20,18,0,8,0,9,18495,16875,25114,10313,18712,19733,9904,560,177,110,56,54,12,42,67,15,52,383,331,224,107,0,107,52,0,52,0.316071428571429,0.196428571428571,0.1,0.0964285714285714,0.0214285714285714,0.075,0.119642857142857,0.0267857142857143,0.0928571428571429,0.683928571428571,0.591071428571429,0.4,0.191071428571429,0,0.191071428571429,0.0928571428571429,0,0.0928571428571429,560,110,450,0.196428571428571,0.803571428571429
1500000US720310508223,720310508223,"Block Group 3, Census Tract 508.22, Carolina Municipio, Puerto Rico",954,290,58,154,38,0,0,0.30398322851153,0.0607966457023061,0.161425576519916,0.039832285115304,0,0,1167,525,525,422,103,0,642,0.44987146529563,0.44987146529563,0.361610968294773,0.0882604970008569,0,0.55012853470437,316,105,24,37,0,8,9,9,0,19,35,0,35,35,0,0,0,13056,15063,23750,4583,,35650,6927,537,258,147,10,137,24,113,111,29,82,279,169,130,39,0,39,110,53,57,0.480446927374302,0.273743016759777,0.0186219739292365,0.25512104283054,0.0446927374301676,0.210428305400372,0.206703910614525,0.0540037243947858,0.152700186219739,0.519553072625698,0.314711359404097,0.242085661080075,0.0726256983240224,0,0.0726256983240224,0.204841713221601,0.0986964618249534,0.106145251396648,537,231,306,0.430167597765363,0.569832402234637
1500000US720310508311,720310508311,"Block Group 1, Census Tract 508.31, Carolina Municipio, Puerto Rico",1328,492,64,105,0,0,0,0.370481927710843,0.0481927710843374,0.079066265060241,0,0,0,1492,752,752,675,77,0,740,0.50402144772118,0.50402144772118,0.452412868632708,0.0516085790884719,0,0.49597855227882,514,35,62,68,34,73,18,52,64,29,52,9,18,0,0,0,0,15659,17708,19815,,13674,22708,8889,681,227,134,53,81,12,69,93,44,49,454,380,250,130,55,75,74,20,54,0.333333333333333,0.196769456681351,0.0778267254038179,0.118942731277533,0.0176211453744493,0.101321585903084,0.136563876651982,0.0646108663729809,0.0719530102790015,0.666666666666667,0.558002936857562,0.367107195301028,0.190895741556535,0.0807635829662261,0.110132158590308,0.108663729809104,0.0293685756240822,0.079295154185022,681,210,471,0.308370044052863,0.691629955947137
1500000US720310508312,720310508312,"Block Group 2, Census Tract 508.31, Carolina Municipio, Puerto Rico",1066,273,0,213,38,0,0,0.25609756097561,0,0.199812382739212,0.0356472795497186,0,0,1267,584,564,439,125,20,683,0.460931333859511,0.445146014206788,0.346487766377269,0.0986582478295185,0.015785319652723,0.539068666140489,424,57,0,43,25,41,75,43,53,22,28,29,0,0,8,0,0,21250,16807,,8681,22683,26471,12551,599,151,81,48,33,0,33,70,0,70,448,343,209,134,32,102,105,40,65,0.252086811352254,0.135225375626043,0.0801335559265442,0.0550918196994992,0,0.0550918196994992,0.11686143572621,0,0.11686143572621,0.747913188647746,0.572621035058431,0.348914858096828,0.223706176961603,0.0534223706176962,0.170283806343907,0.175292153589316,0.0667779632721202,0.108514190317195,599,179,420,0.298831385642738,0.701168614357262
1500000US720310508313,720310508313,"Block Group 3, Census Tract 508.31, Carolina Municipio, Puerto Rico",789,181,65,39,16,0,0,0.229404309252218,0.082382762991128,0.0494296577946768,0.0202788339670469,0,0,976,433,433,288,145,0,543,0.443647540983607,0.443647540983607,0.295081967213115,0.148565573770492,0,0.556352459016393,272,51,91,19,32,0,0,19,7,16,0,27,0,10,0,0,0,16652,17689,18371,,15647,24708,7803,390,255,178,87,91,40,51,77,36,41,135,94,84,10,0,10,41,19,22,0.653846153846154,0.456410256410256,0.223076923076923,0.233333333333333,0.102564102564103,0.130769230769231,0.197435897435897,0.0923076923076923,0.105128205128205,0.346153846153846,0.241025641025641,0.215384615384615,0.0256410256410256,0,0.0256410256410256,0.105128205128205,0.0487179487179487,0.0564102564102564,390,270,120,0.692307692307692,0.307692307692308
1500000US720310508411,720310508411,"Block Group 1, Census Tract 508.41, Carolina Municipio, Puerto Rico",438,104,26,52,0,0,0,0.237442922374429,0.0593607305936073,0.118721461187215,0,0,0,505,291,291,194,97,0,214,0.576237623762376,0.576237623762376,0.384158415841584,0.192079207920792,0,0.423762376237624,122,30,0,14,0,0,0,21,20,10,9,18,0,0,0,0,0,17336,23345,24189,,16414,17237,,248,79,30,0,30,20,10,49,9,40,169,92,31,61,0,61,77,54,23,0.318548387096774,0.120967741935484,0,0.120967741935484,0.0806451612903226,0.0403225806451613,0.19758064516129,0.0362903225806452,0.161290322580645,0.681451612903226,0.370967741935484,0.125,0.245967741935484,0,0.245967741935484,0.310483870967742,0.217741935483871,0.092741935483871,248,73,175,0.294354838709677,0.705645161290323
1500000US720310508412,720310508412,"Block Group 2, Census Tract 508.41, Carolina Municipio, Puerto Rico",835,267,100,33,0,0,0,0.319760479041916,0.119760479041916,0.0395209580838323,0,0,0,971,469,469,334,135,0,502,0.483007209062822,0.483007209062822,0.343975283213182,0.13903192584964,0,0.516992790937178,240,73,15,0,33,42,34,18,0,16,9,0,0,0,0,0,0,14898,14221,25679,,16179,17614,,516,258,88,57,31,0,31,170,65,105,258,152,112,40,24,16,106,71,35,0.5,0.170542635658915,0.11046511627907,0.060077519379845,0,0.060077519379845,0.329457364341085,0.125968992248062,0.203488372093023,0.5,0.294573643410853,0.217054263565891,0.0775193798449612,0.0465116279069768,0.0310077519379845,0.205426356589147,0.137596899224806,0.0678294573643411,516,273,243,0.529069767441861,0.47093023255814
1500000US720310509011,720310509011,"Block Group 1, Census Tract 509.01, Carolina Municipio, Puerto Rico",1550,363,23,328,93,35,36,0.234193548387097,0.0148387096774194,0.211612903225806,0.06,0.0225806451612903,0.0232258064516129,1905,898,898,776,122,0,1007,0.471391076115486,0.471391076115486,0.407349081364829,0.0640419947506562,0,0.528608923884514,648,104,31,21,38,51,59,35,35,35,0,60,92,53,0,19,15,17981,22829,38750,"2,500-",14667,,3581,728,189,156,61,95,18,77,33,16,17,539,492,352,140,45,95,47,30,17,0.259615384615385,0.214285714285714,0.0837912087912088,0.130494505494506,0.0247252747252747,0.105769230769231,0.0453296703296703,0.021978021978022,0.0233516483516484,0.740384615384615,0.675824175824176,0.483516483516484,0.192307692307692,0.0618131868131868,0.130494505494506,0.0645604395604396,0.0412087912087912,0.0233516483516484,728,201,527,0.276098901098901,0.723901098901099
1500000US720310509012,720310509012,"Block Group 2, Census Tract 509.01, Carolina Municipio, Puerto Rico",1535,323,51,554,69,38,22,0.21042345276873,0.0332247557003257,0.360912052117264,0.0449511400651466,0.0247557003257329,0.0143322475570033,1806,939,939,803,136,0,867,0.519933554817276,0.519933554817276,0.444629014396456,0.0753045404208195,0,0.480066445182724,531,19,0,36,30,52,11,29,38,39,38,96,108,21,0,14,0,22734,25048,29712,18029,18639,31111,4971,732,140,73,29,44,20,24,67,14,53,592,458,403,55,21,34,134,12,122,0.191256830601093,0.0997267759562842,0.0396174863387978,0.0601092896174863,0.0273224043715847,0.0327868852459016,0.0915300546448088,0.0191256830601093,0.0724043715846995,0.808743169398907,0.62568306010929,0.550546448087432,0.0751366120218579,0.0286885245901639,0.046448087431694,0.183060109289618,0.0163934426229508,0.166666666666667,732,146,586,0.199453551912568,0.800546448087432
1500000US720310509013,720310509013,"Block Group 3, Census Tract 509.01, Carolina Municipio, Puerto Rico",947,273,59,97,30,0,0,0.288278775079198,0.0623020063357973,0.102428722280887,0.0316789862724393,0,0,1252,685,685,462,223,0,567,0.547124600638978,0.547124600638978,0.369009584664537,0.178115015974441,0,0.452875399361022,292,0,39,12,37,62,27,0,20,0,28,15,30,0,0,0,22,16875,12198,26016,"2,500-",23750,24459,,379,135,73,28,45,0,45,62,26,36,244,219,109,110,48,62,25,0,25,0.356200527704486,0.192612137203166,0.0738786279683377,0.118733509234829,0,0.118733509234829,0.163588390501319,0.0686015831134565,0.0949868073878628,0.643799472295514,0.577836411609499,0.287598944591029,0.29023746701847,0.12664907651715,0.163588390501319,0.0659630606860158,0,0.0659630606860158,379,188,191,0.496042216358839,0.503957783641161
1500000US720310509021,720310509021,"Block Group 1, Census Tract 509.02, Carolina Municipio, Puerto Rico",1046,235,0,237,13,0,0,0.224665391969407,0,0.226577437858509,0.0124282982791587,0,0,1136,590,590,482,108,0,546,0.519366197183099,0.519366197183099,0.424295774647887,0.0950704225352113,0,0.480633802816901,349,98,31,0,0,37,56,14,59,31,23,0,0,0,0,0,0,17394,18278,19481,,16667,20273,7065,615,183,129,14,115,59,56,54,0,54,432,220,120,100,44,56,212,36,176,0.297560975609756,0.209756097560976,0.0227642276422764,0.186991869918699,0.0959349593495935,0.0910569105691057,0.0878048780487805,0,0.0878048780487805,0.702439024390244,0.357723577235772,0.195121951219512,0.16260162601626,0.0715447154471545,0.0910569105691057,0.344715447154472,0.0585365853658537,0.286178861788618,615,207,408,0.336585365853659,0.663414634146342
1500000US720310509022,720310509022,"Block Group 2, Census Tract 509.02, Carolina Municipio, Puerto Rico",329,115,30,0,0,0,0,0.349544072948328,0.0911854103343465,0,0,0,0,343,152,152,138,14,0,191,0.443148688046647,0.443148688046647,0.402332361516035,0.0408163265306122,0,0.556851311953353,102,21,0,65,0,0,0,0,0,0,16,0,0,0,0,0,0,15929,,,,,,,176,130,56,21,35,35,0,74,47,27,46,46,0,46,30,16,0,0,0,0.738636363636364,0.318181818181818,0.119318181818182,0.198863636363636,0.198863636363636,0,0.420454545454546,0.267045454545455,0.153409090909091,0.261363636363636,0.261363636363636,0,0.261363636363636,0.170454545454545,0.0909090909090909,0,0,0,176,78,98,0.443181818181818,0.556818181818182
1500000US720310509023,720310509023,"Block Group 3, Census Tract 509.02, Carolina Municipio, Puerto Rico",612,202,14,76,14,0,16,0.330065359477124,0.0228758169934641,0.124183006535948,0.0228758169934641,0,0.0261437908496732,879,439,439,289,150,0,440,0.499431171786121,0.499431171786121,0.328782707622298,0.170648464163823,0,0.500568828213879,294,59,16,46,42,16,0,16,14,0,0,42,28,15,0,0,0,12000,,,,11696,,"2,500-",358,154,121,0,121,0,121,33,33,0,204,173,159,14,14,0,31,0,31,0.430167597765363,0.337988826815642,0,0.337988826815642,0,0.337988826815642,0.0921787709497207,0.0921787709497207,0,0.569832402234637,0.483240223463687,0.444134078212291,0.0391061452513967,0.0391061452513967,0,0.0865921787709497,0,0.0865921787709497,358,137,221,0.38268156424581,0.61731843575419
1500000US720310509024,720310509024,"Block Group 4, Census Tract 509.02, Carolina Municipio, Puerto Rico",243,17,13,40,67,0,0,0.0699588477366255,0.0534979423868313,0.164609053497942,0.275720164609054,0,0,297,70,70,70,0,0,227,0.235690235690236,0.235690235690236,0.235690235690236,0,0,0.764309764309764,95,0,16,0,28,14,0,0,0,0,0,37,0,0,0,0,0,,,,,,,,148,57,44,44,0,0,0,13,0,13,91,51,0,51,0,51,40,40,0,0.385135135135135,0.297297297297297,0.297297297297297,0,0,0,0.0878378378378378,0,0.0878378378378378,0.614864864864865,0.344594594594595,0,0.344594594594595,0,0.344594594594595,0.27027027027027,0.27027027027027,0,148,0,148,0,1
1500000US720310509025,720310509025,"Block Group 5, Census Tract 509.02, Carolina Municipio, Puerto Rico",1474,291,0,357,76,0,20,0.197421981004071,0,0.242198100407056,0.0515603799185889,0,0.0135685210312076,1796,1088,1088,958,130,0,708,0.605790645879733,0.605790645879733,0.533407572383073,0.0723830734966592,0,0.394209354120267,577,40,97,67,14,0,31,0,41,77,0,116,65,29,0,0,0,16806,29239,31914,"2,500-",13618,33879,6603,736,195,167,62,105,0,105,28,14,14,541,410,243,167,88,79,131,0,131,0.264945652173913,0.226902173913044,0.0842391304347826,0.142663043478261,0,0.142663043478261,0.0380434782608696,0.0190217391304348,0.0190217391304348,0.735054347826087,0.557065217391304,0.330163043478261,0.226902173913044,0.119565217391304,0.107336956521739,0.177989130434783,0,0.177989130434783,736,183,553,0.248641304347826,0.751358695652174
1500000US720310510011,720310510011,"Block Group 1, Census Tract 510.01, Carolina Municipio, Puerto Rico",1055,372,15,242,58,0,0,0.35260663507109,0.014218009478673,0.229383886255924,0.0549763033175355,0,0,1189,695,695,624,71,0,494,0.584524810765349,0.584524810765349,0.524810765349033,0.0597140454163162,0,0.415475189234651,364,56,0,13,11,95,13,17,0,61,38,21,27,12,0,0,0,18202,17500,,14839,18381,20833,8750,478,158,84,55,29,29,0,74,31,43,320,280,184,96,23,73,40,0,40,0.330543933054393,0.175732217573222,0.115062761506276,0.0606694560669456,0.0606694560669456,0,0.154811715481172,0.0648535564853557,0.0899581589958159,0.669456066945607,0.585774058577406,0.384937238493724,0.200836820083682,0.0481171548117155,0.152719665271967,0.0836820083682008,0,0.0836820083682008,478,147,331,0.307531380753138,0.692468619246862
1500000US720310510012,720310510012,"Block Group 2, Census Tract 510.01, Carolina Municipio, Puerto Rico",699,147,17,66,86,0,0,0.210300429184549,0.0243204577968527,0.0944206008583691,0.123032904148784,0,0,800,318,318,280,38,0,482,0.3975,0.3975,0.35,0.0475,0,0.6025,280,28,0,93,0,39,0,0,23,19,0,30,28,0,20,0,0,25222,25332,25459,,,38859,14432,372,137,45,28,17,0,17,92,37,55,235,235,117,118,46,72,0,0,0,0.368279569892473,0.120967741935484,0.0752688172043011,0.0456989247311828,0,0.0456989247311828,0.247311827956989,0.0994623655913978,0.147849462365591,0.631720430107527,0.631720430107527,0.314516129032258,0.317204301075269,0.123655913978495,0.193548387096774,0,0,0,372,128,244,0.344086021505376,0.655913978494624
1500000US720310510013,720310510013,"Block Group 3, Census Tract 510.01, Carolina Municipio, Puerto Rico",1460,338,72,246,132,0,17,0.231506849315069,0.0493150684931507,0.168493150684932,0.0904109589041096,0,0.0116438356164384,1714,821,821,742,79,0,893,0.478996499416569,0.478996499416569,0.432905484247375,0.0460910151691949,0,0.521003500583431,544,19,126,29,0,57,75,85,39,0,21,27,56,0,0,10,0,16837,15625,,8779,20319,22500,,696,317,174,50,124,64,60,143,84,59,379,370,216,154,27,127,9,0,9,0.455459770114943,0.25,0.0718390804597701,0.17816091954023,0.0919540229885057,0.0862068965517242,0.205459770114943,0.120689655172414,0.0847701149425287,0.544540229885057,0.531609195402299,0.310344827586207,0.221264367816092,0.0387931034482759,0.182471264367816,0.0129310344827586,0,0.0129310344827586,696,323,373,0.464080459770115,0.535919540229885
